MC161_DMSO_10uM,,"MC71"/5:MC71,,"Focused Graph"-0.002:MC61_DMSO_10uM,,"Focused Graph"-0.0025:MC169_DMSO_10uM1,,"MC67_DMSO_10uM"+0.001:MC67_DMSO_10uM,,"MC147_DMSO_10uM"+0.0017:MC147_DMSO_10uM,,"MC152_DMSO_10uM"-0.0011:MC152_DMSO_10uM,,"MC155_DMSO_10uM"-0.0015:MC155_DMSO_10uM,,MC71_DMSO_10uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
707.0018311,0.0008227100479,607.0018311,0.0004160504905,707.0018311,-0.0004479809431,707.0018311,0.0002672059927,707.0018311,0.0003957761219,707.0018311,0.0004553757608,707.0018311,0.0005683671916,707.0018311,-2.045521978E-005,706.982605,0.001158439321,
705.9988403,0.001179385581,606.0046387,0.0003743192065,705.9988403,0.0002405829728,705.9988403,-0.001041909331,705.9988403,0.0008123155567,705.9988403,0.0006083123153,705.9988403,0.001510925591,705.9988403,-8.175021503E-005,706.0155029,0.001178009901,
704.9954834,0.001478583785,605.0072021,0.0004126587883,704.9954834,-0.0005262994673,704.9954834,7.746275514E-005,704.9954834,0.0007112604217,704.9954834,0.0009549682145,704.9954834,0.001064924058,704.9954834,-0.0003906650236,705.012207,0.001040307805,
703.9918213,0.0008523029392,604.0094604,0.0003583528451,703.9918213,-0.0005184551701,703.9918213,-0.0002741178032,703.9918213,0.0006732867332,703.9918213,0.001213305979,703.9918213,0.0008656922728,703.9918213,-0.0005624603364,704.008606,0.0009363982244,
702.987854,0.001722654444,603.0115356,0.0003778809914,702.987854,0.0001317556016,702.987854,-9.980774485E-005,702.987854,0.0008956403472,702.987854,0.001057726564,702.987854,0.0008249727543,702.987854,-4.871434066E-005,703.0046387,0.000828234246,
701.9835205,0.000951574475,602.0132446,0.0003677420318,701.9835205,-0.0002221418545,701.9835205,-0.0004102797247,701.9835205,0.0006613882724,701.9835205,0.0002575985854,701.9835205,0.0004053381272,701.9835205,-0.0003395620733,702.0003052,0.0008747907123,
701.0147705,0.00194262783,601.0148315,0.0003490998643,701.0147705,3.902800381E-005,701.0147705,0.0001716339029,701.0147705,0.0008420208469,701.0147705,0.001523493556,701.0147705,0.001623572083,701.0147705,8.885841817E-005,700.9956665,0.001200099243,
700.0098267,0.001567165018,600.0159912,0.0003586387902,700.0098267,-0.0007197363302,700.0098267,0.0005841071252,700.0098267,0.0007218667306,700.0098267,0.0004109815927,700.0098267,0.0009148933459,700.0098267,-0.000323210028,699.9907227,0.001181643805,
699.0045166,0.0008533663349,599.0169678,0.0003632448788,699.0045166,-0.0008107250324,699.0045166,-0.0006371130003,699.0045166,1.548265573E-005,699.0045166,0.0001210340997,699.0045166,0.0009518500883,699.0045166,-0.0009054844268,698.9854126,0.001251861802,
697.9988403,0.0009604988736,598.0177002,0.0003185251553,697.9988403,-0.0008300106274,697.9988403,0.0006727036089,697.9988403,0.0005848840228,697.9988403,0.0007152759936,697.9988403,0.0006685531698,697.9988403,-0.0004544507246,698.0157471,0.0007601591642,
696.992981,0.0008294791332,597.0181274,0.0003456900013,696.992981,-0.001377125503,696.992981,-0.000172996195,696.992981,-4.248926416E-006,696.992981,0.0004397340817,696.992981,0.0006512431428,696.992981,-0.0004897131585,697.0097656,0.0007213417557,
695.9866333,0.001143982634,596.0183105,0.0003605934908,695.9866333,-0.0003046070924,695.9866333,-0.0003492280375,695.9866333,0.0004916901235,695.9866333,0.001155183418,695.9866333,0.0005585186882,695.9866333,-0.0006534809363,696.00354,0.0008834282053,
695.0159912,0.002076272853,595.0183105,0.0003078216105,695.0159912,-0.0003922272008,695.0159912,-0.0003407474142,695.0159912,0.0003586571547,695.0159912,0.0009141921182,695.0159912,0.0005041614641,695.0159912,0.0002615614794,694.9969482,0.001441000728,
694.0090942,0.001226343215,594.0179443,0.0003093906853,694.0090942,-0.0004972855095,694.0090942,0.0002923985012,694.0090942,0.0001210777555,694.0090942,0.0007200799882,694.0090942,0.000939106103,694.0090942,-0.0005020892713,693.9900513,0.0003918314178,
693.0018311,7.44285353E-005,593.0172729,0.0003402896109,693.0018311,-0.001095872372,693.0018311,-0.0006340972614,693.0018311,-0.0007492115255,693.0018311,-0.0005729902769,693.0018311,-4.513515159E-005,693.0018311,-0.001239457284,692.9827881,0.00021177296,
691.9942627,0.002269622171,592.0164185,0.0003379819391,691.9942627,0.001119746827,691.9942627,0.0003041485325,691.9942627,0.001119894558,691.9942627,0.001384047326,691.9942627,0.001899829367,691.9942627,0.000165586709,692.0111694,0.002066675108,
690.9863281,0.002927399706,591.0153198,0.0003367709578,690.9863281,0.0004072200973,690.9863281,0.0005055901129,690.9863281,0.0003882796736,690.9863281,0.0003347478341,690.9863281,0.0006129607791,690.9863281,6.195274182E-006,691.0032959,0.001064985059,
690.0140991,0.0004999386147,590.013916,0.0003417865082,690.0140991,-0.0009491313249,690.0140991,-0.0008058022941,690.0140991,-0.0004826993681,690.0140991,0.0001570928143,690.0140991,0.00084098964,690.0140991,-0.0004902320215,689.9950562,0.0007030621637,
689.0055542,0.0008864630945,589.0122681,0.000351054332,689.0055542,0.000162322307,689.0055542,0.0005000380334,689.0055542,0.0001129143639,689.0055542,0.0001663272269,689.0055542,0.00163130858,689.0055542,-0.0006947179791,688.9865723,0.001316794311,
687.9967041,0.001738611958,588.010437,0.0003469426883,687.9967041,-0.0001143650152,687.9967041,0.0001939556096,687.9967041,0.0001931595616,687.9967041,0.001073649153,687.9967041,0.0009892778471,687.9967041,-0.0003243261017,688.0137329,0.001412354526,
686.9874878,0.0001312099048,587.0083008,0.0003237630881,686.9874878,-0.001346586971,686.9874878,-0.002418943448,686.9874878,-0.0005415658234,686.9874878,-0.0009203333175,686.9874878,-0.0005089837941,686.9874878,-0.002342960332,687.0045166,-0.0003524755884,
686.0140381,0.0005211122916,586.0057983,0.0003305656137,686.0140381,-0.0007394413697,686.0140381,-0.0001544661354,686.0140381,6.429909263E-005,686.0140381,-0.0001871228451,686.0140381,3.770168405E-005,686.0140381,-0.0005162034649,685.9949951,0.001404251903,
685.0041504,0.001607772894,585.0031738,0.0003130121331,685.0041504,0.0008051125333,685.0041504,-0.0004632347263,685.0041504,0.0006822366267,685.0041504,0.0009493348189,685.0041504,0.001220237231,685.0041504,-0.0005261401529,684.9852295,0.001044148114,
683.9939575,0.001838190248,584.0002441,0.0003086632933,683.9939575,0.0005422318354,683.9939575,8.532707579E-005,683.9939575,0.0009112720145,683.9939575,0.0008870101301,683.9939575,0.001219976926,683.9939575,0.0001048110425,684.0111084,0.002144710394,
682.9835205,0.001112942467,582.9970703,0.0003350610496,682.9835205,-0.001530304202,682.9835205,-0.0005406525452,682.9835205,-0.0002044590656,682.9835205,4.603737034E-005,682.9835205,0.0002968246117,682.9835205,-0.000918963342,683.0007324,0.001133549144,
682.0087891,0.001023934805,581.9935913,0.0003133135033,682.0087891,-0.001183695975,682.0087891,-8.403346874E-005,682.0087891,-0.0001359424787,682.0087891,0.0006999864709,682.0087891,0.0009718511719,682.0087891,-0.0009706200799,681.9898682,0.000285771559,
680.9976196,0.002283934271,580.9899292,0.0003398010449,680.9976196,-0.0007357808063,680.9976196,-0.0002673529088,680.9976196,0.001172590186,680.9976196,0.0008543527219,680.9976196,0.00109965587,680.9976196,-0.0001097196946,681.0149536,0.001302773715,
679.9862671,0.001608136692,579.9860229,0.0003066837671,679.9862671,-0.0003346472513,679.9862671,-0.0002026897855,679.9862671,0.0001963117975,679.9862671,0.0003222068772,679.9862671,0.001215682831,679.9862671,-0.000387991895,680.003479,0.001201656763,
679.0106201,0.001275434741,578.9817505,0.0003187225957,679.0106201,-0.0002507321769,679.0106201,0.0003082910553,679.0106201,0.00105110195,679.0106201,0.001257730532,679.0106201,0.000488053076,679.0106201,0.0005266745575,678.9917603,0.001539705554,
677.9985352,0.001139233005,578.0144653,0.0003201203945,677.9985352,-0.0003405979369,677.9985352,6.777606905E-005,677.9985352,0.0003698235378,677.9985352,0.001358439564,677.9985352,0.001444210997,677.9985352,-0.0004494166933,678.0158691,0.001162488363,
676.986145,0.001902742544,577.0098267,0.0003331017506,676.986145,-9.733950719E-006,676.986145,-0.0003058598377,676.986145,0.0004363624612,676.986145,0.001048421487,676.986145,0.0007433114806,676.986145,-0.0002277325839,677.00354,0.001039451454,
676.0096436,0.001141465036,576.0048828,0.0002910155454,676.0096436,0.0001546218991,676.0096436,-0.0005357638001,676.0096436,0.0006124529755,676.0096436,0.0008313595899,676.0096436,0.00121151912,676.0096436,9.340513498E-005,675.9907837,0.001522456529,
674.996582,0.000417067844,574.9996948,0.000310715579,674.996582,-0.001676512184,674.996582,-0.001267140964,674.996582,-0.001278964453,674.996582,-0.0007478549378,674.996582,-0.0003765320871,674.996582,-0.001633758075,675.0139771,-2.381443846E-005,
673.9832764,0.002038819948,573.9941406,0.0003088347439,673.9832764,-0.0002894042991,673.9832764,0.0003506047651,673.9832764,0.001385561423,673.9832764,0.0009153290302,673.9832764,0.001242853235,673.9832764,0.0004107764689,674.0006104,0.001449623494,
673.0058594,0.001577297109,572.9884644,0.0003182965156,673.0058594,-0.0005148447817,673.0058594,-0.0002044334542,673.0058594,-0.0002126162872,673.0058594,0.0008344080416,673.0058594,0.001489675837,673.0058594,-4.52339882E-005,672.9870605,0.001973519335,
671.9918823,0.001309706131,571.9825439,0.0003143578651,671.9918823,-0.0009961738251,671.9918823,-0.001008169027,671.9918823,-0.000226658769,671.9918823,0.000713881338,671.9918823,0.0005256229779,671.9918823,-0.0002818597713,672.0093384,0.0002475921938,
671.013855,0.0013948509,571.0136108,0.0003080138413,671.013855,-0.0003245908301,671.013855,-0.001049779123,671.013855,-8.172064554E-005,671.013855,0.0006208098494,671.013855,0.0002576385159,671.013855,-0.0004176024813,670.9950562,0.001012596069,
669.9992065,0.0008163300809,570.0070801,0.0002810217557,669.9992065,-0.00105968467,669.9992065,-0.0001745838672,669.9992065,-0.0001057339832,669.9992065,0.0002051758347,669.9992065,0.0004509800347,669.9992065,-0.00123790314,670.0167236,0.0003723480331,
668.984375,0.0009759354289,569.0004272,0.0003736380895,668.984375,-0.0004360046005,668.984375,-2.343067899E-005,668.984375,0.0002879434032,668.984375,0.0005842478713,668.984375,0.001654909924,668.984375,-0.0007615966606,669.0018311,0.0009566852241,
668.0053711,0.0004740236036,567.9934692,0.000322354841,668.0053711,-0.0001890265848,668.0053711,-7.224176079E-005,668.0053711,2.607202623E-005,668.0053711,0.0003477019491,668.0053711,0.0008741694037,668.0053711,-4.362361506E-005,667.9866943,0.0008023515111,
666.9898682,0.001620270428,566.9862061,0.0003244334366,666.9898682,0.0001663547009,666.9898682,-0.0001690925565,666.9898682,0.0004120101803,666.9898682,0.0009626173996,666.9898682,0.001369774574,666.9898682,-0.000705169281,667.0073853,0.001433728612,
666.0103149,0.002144294325,566.0160522,0.0003203542146,666.0103149,0.0002110253554,666.0103149,-0.0001794765703,666.0103149,0.0007593790069,666.0103149,0.0008060428081,666.0103149,0.001875615446,666.0103149,-0.0003843585728,665.9916382,0.001885687117,
664.9941406,0.001509416383,565.0084229,0.0002879560052,664.9941406,-0.0005042989505,664.9941406,-0.0008350368589,664.9941406,-5.378073547E-005,664.9941406,-0.0001353145344,664.9941406,0.0003275214694,664.9941406,-0.0006740999524,665.0117798,0.0006211117725,
664.0140991,0.002129492583,564.0004883,0.0002973687369,664.0140991,2.979533747E-005,664.0140991,0.0001957267523,664.0140991,0.0007234188961,664.0140991,0.0007183236303,664.0140991,0.001496394398,664.0140991,0.0007766480558,663.9953613,0.001923646778,
662.9972534,0.001799068414,562.9923096,0.0002949791087,662.9972534,4.363129847E-005,662.9972534,-0.0002060728148,662.9972534,0.00110899366,662.9972534,0.0009604983497,662.9972534,0.0009984597564,662.9972534,-0.0002371825976,663.0149536,0.001762887114,
662.0165405,0.001697004191,561.9838867,0.0003440942965,662.0165405,-0.0002936663805,662.0165405,-0.0004516870249,662.0165405,0.0005794531899,662.0165405,0.0009763655835,662.0165405,0.001093385741,662.0165405,0.0001766046043,661.9979248,0.0009680484654,
660.9991455,0.001051932573,561.0125732,0.0003336474474,660.9991455,-0.0002032971242,660.9991455,-0.0007202702109,660.9991455,-0.0001162168337,660.9991455,-0.0001609874889,660.9991455,0.0001524589024,660.9991455,-0.0004871444544,661.0168457,0.0003794210206,
660.0178223,0.001702981303,560.0036011,0.0003327171435,660.0178223,-0.0006856723921,660.0178223,-0.0005454630591,660.0178223,0.0003012788948,660.0178223,0.000425589853,660.0178223,0.000988627784,660.0178223,-0.0002197102876,659.9992065,0.001043603173,
658.9998169,0.00116775732,558.9944458,0.0003066785866,658.9998169,-0.001085989061,658.9998169,-0.0007107569836,658.9998169,9.78281023E-005,658.9998169,-1.615786459E-005,658.9998169,0.00129488227,658.9998169,-0.0006415759563,659.0175781,0.001043499331,
658.0179443,0.001373245032,557.9850464,0.0003255922929,658.0179443,0.0001100350637,658.0179443,-0.000915869954,658.0179443,0.000162206823,658.0179443,5.052436609E-005,658.0179443,0.0003794669174,658.0179443,-0.0004744824255,657.9993286,0.0009572560084,
656.9993896,0.001896632719,557.0128174,0.000306964328,656.9993896,-0.0004942982923,656.9993896,-0.0003040905576,656.9993896,0.0006860132562,656.9993896,9.158055764E-005,656.9993896,0.0008758597542,656.9993896,-0.0001710280776,657.0170898,0.00108857383,
656.0167847,0.00171670306,556.0028687,0.0003181250358,656.0167847,-0.0007811330725,656.0167847,0.0002450367901,656.0167847,0.0005889183958,656.0167847,0.0009198767366,656.0167847,0.000446329941,656.0167847,-0.0001120568486,655.998291,0.001031407621,
654.9976196,0.001415055478,554.9927979,0.0003206348338,654.9976196,-0.0003780407133,654.9976196,-0.0003523237538,654.9976196,0.0003773196368,654.9976196,0.0009515571292,654.9976196,0.001354961656,654.9976196,-0.0001002668869,655.0154419,0.001050635241,
654.0145874,0.002407506574,553.9824219,0.0002923090069,654.0145874,0.0001793366391,654.0145874,-1.817173325E-005,654.0145874,0.000557058258,654.0145874,0.0005647287471,654.0145874,0.001034669112,654.0145874,-0.0003205365501,653.9959717,0.00142970297,
652.994751,0.001036285772,553.0092163,0.0003107051889,652.994751,-0.001005566097,652.994751,-0.000595203368,652.994751,-5.584664177E-005,652.994751,0.0007527272683,652.994751,0.0007158344379,652.994751,3.570492845E-005,653.0126343,0.0009154377622,
652.0111084,0.0013621049,551.998291,0.0002923141874,652.0111084,-0.0008951288182,652.0111084,-0.0006897022249,652.0111084,-7.505854592E-005,652.0111084,0.0005392208695,652.0111084,0.001096013468,652.0111084,-0.0005581799196,651.9925537,0.001106480369,
650.9906616,0.001834238879,550.9872437,0.0002915246296,650.9906616,-0.000178498798,650.9906616,-9.678816423E-005,650.9906616,0.0009292335599,650.9906616,0.0008424168336,650.9906616,0.001079987036,650.9906616,-0.000411971123,651.0085449,0.001046301797,
650.0064087,0.00188129337,550.0133667,0.0002699229517,650.0064087,-0.0004222613061,650.0064087,-3.256858326E-005,650.0064087,0.000427883002,650.0064087,0.0003883216996,650.0064087,0.001434707083,650.0064087,-0.0004559557419,649.987854,0.002256221371,
648.9853516,0.001969540725,549.0018311,0.0002704267099,648.9853516,-0.0001811241964,648.9853516,-0.0006513852859,648.9853516,0.000506996992,648.9853516,0.0005751078716,648.9853516,0.0008202926256,648.9853516,-0.0005902432022,649.0033569,0.001087276265,
648.0005493,0.001669822377,547.9899292,0.0002825591946,648.0005493,-0.0001238543773,648.0005493,-0.0006815920351,648.0005493,0.0006229017163,648.0005493,0.0008218527073,648.0005493,0.0007228790782,648.0005493,-0.0003935975255,647.9819946,0.001736142905,
647.0154419,0.001699161134,547.0154419,0.0002969687339,647.0154419,0.000558974687,647.0154419,0.0003458103165,647.0154419,0.0006266260752,647.0154419,0.0009214271558,647.0154419,0.001652383013,647.0154419,0.0003840231802,646.9968872,0.001188366557,
645.9934692,0.001971543068,546.0031128,0.000290807744,645.9934692,-0.0001516193151,645.9934692,0.0005775373429,645.9934692,0.001445855713,645.9934692,0.0009724891861,645.9934692,0.001642249525,645.9934692,3.373064101E-005,646.0115356,0.002229654929,
645.0078125,0.000891443342,544.9906006,0.0003081021714,645.0078125,-0.001296808245,645.0078125,-0.0008352707373,645.0078125,-0.0004747535568,645.0078125,2.200400922E-005,645.0078125,0.0002581320005,645.0078125,-0.001067540841,644.9893188,0.0002988268679,
643.9852905,0.002427706262,544.0153809,0.0002802582749,643.9852905,-0.0007588858716,643.9852905,-5.28220553E-005,643.9852905,0.0001458270708,643.9852905,0.001029501786,643.9852905,0.001390836202,643.9852905,7.511477452E-005,644.0032959,0.001388202771,
642.9989624,0.002558584092,543.0023193,0.0002718860633,642.9989624,-0.0002579834545,642.9989624,-0.0002555397805,642.9989624,0.0002164659672,642.9989624,0.0005364842946,642.9989624,0.0009156735614,642.9989624,-0.0003065199126,643.0170898,0.0007831608527,
642.0124512,0.00267223292,541.9890747,0.0002876443323,642.0124512,0.0005686352961,642.0124512,9.034993127E-006,642.0124512,0.0004728675704,642.0124512,0.0009799835971,642.0124512,0.001515430864,642.0124512,9.54316929E-005,641.9940186,0.001810271759,
640.9890747,0.001911426545,541.0131836,0.0002594435064,640.9890747,-0.0006878273562,640.9890747,-0.001167730428,640.9890747,-8.869240992E-005,640.9890747,0.0008142577135,640.9890747,0.000700004166,640.9890747,-0.0002663881751,641.0072021,0.001148239127,
640.0018921,0.002115783747,539.9995117,0.0002624345361,640.0018921,-0.0006597071188,640.0018921,-0.001102526207,640.0018921,-7.738254499E-005,640.0018921,-0.000210679369,640.0018921,0.0007215793012,640.0018921,-0.0004199120449,639.9835205,0.00136280607,
639.0145264,0.0009722513496,538.9855347,0.0002726754756,639.0145264,-0.001059010159,639.0145264,-0.0008169506909,639.0145264,-0.000455198111,639.0145264,-0.0003349873004,639.0145264,-0.0002895829966,639.0145264,-0.0005878826487,638.9960938,0.000183363125,
637.9902344,0.001915040542,538.0089722,0.0002924232977,637.9902344,-0.0006627971306,637.9902344,-0.000385907013,637.9902344,0.0004176457296,637.9902344,0.0003346961457,637.9902344,0.00140200532,637.9902344,-0.000460911775,638.0084839,0.001425391762,
637.0022583,0.002330985619,536.9945068,0.000244142022,637.0022583,0.0002407392021,637.0022583,-9.126984514E-005,637.0022583,0.0005542136496,637.0022583,5.336105824E-005,637.0022583,0.001690783305,637.0022583,-0.0004893498262,636.9838867,0.001754491939,
636.0139771,0.001849862514,536.0175171,0.0002640910679,636.0139771,-0.0001833077986,636.0139771,-0.0005510535557,636.0139771,0.0003519367892,636.0139771,0.0005558473058,636.0139771,0.001210243907,636.0139771,-0.0002961887512,635.9956055,0.001643941388,
634.9888306,0.001954068895,535.0026245,0.0002455489885,634.9888306,0.000154231675,634.9888306,-0.001034221263,634.9888306,0.0003908129293,634.9888306,0.0001636962406,634.9888306,0.001219925005,634.9888306,7.130438462E-006,635.0070801,0.00188274926,
634,0.002911190037,533.9875488,0.000249754492,634,0.0006538969465,634,0.0003950854298,634,0.001067257021,634,0.001130364719,634,0.002129343804,634,0.0006026215851,634.0181885,0.002111595822,
633.0108643,0.002354304772,533.0097656,0.0002100076817,633.0108643,0.0004335371777,633.0108643,-1.916103065E-005,633.0108643,0.0009628811385,633.0108643,0.000873058103,633.0108643,0.001557152718,633.0108643,-0.0005670260871,632.9924927,0.001963820076,
631.9848022,0.002534655156,531.9942627,0.000259874505,631.9848022,0.0002315542661,631.9848022,-0.0004182390403,631.9848022,0.0008007237921,631.9848022,0.0003988514654,631.9848022,0.001124321017,631.9848022,-0.000581138127,632.0031738,0.001237791381,
630.9951782,0.001890028943,531.0161133,0.0002112584189,630.9951782,-0.0003048150102,630.9951782,-0.0006910798838,630.9951782,0.0005011534085,630.9951782,0.0002945974702,630.9951782,0.001071948092,630.9951782,-0.0007920633652,631.0134888,0.001163552515,
630.005188,0.001958697336,530.000061,0.0002461824042,630.005188,-0.0001155869104,630.005188,-0.0007578274235,630.005188,0.0005198220024,630.005188,0.000650144415,630.005188,0.001369409962,630.005188,-0.0001099534566,629.9868774,0.001498636324,
629.0149536,0.002695648698,528.9838867,0.000215664666,629.0149536,0.0002440176904,629.0149536,9.079556912E-005,629.0149536,0.0008877729997,629.0149536,0.0008109510527,629.0149536,0.00167241646,629.0149536,0.0005231376272,628.9966431,0.001262895297,
627.987793,0.002057051752,528.0049438,0.0002358044439,627.987793,-0.0006907354109,627.987793,-0.0004237792455,627.987793,0.0002287656534,627.987793,0.0007626459701,627.987793,0.0008673565462,627.987793,-0.0002751883585,628.0061646,0.001321234275,
626.9969482,0.002031277632,526.9882813,0.0002414787014,626.9969482,-0.0003938899608,626.9969482,-0.0006480837474,626.9969482,0.0007219184772,626.9969482,0.0005621468881,626.9969482,0.001424526563,626.9969482,-0.0002322759246,627.0153809,0.001587949111,
626.0058594,0.002022279194,526.0090332,0.0002659865131,626.0058594,-0.0005164291942,626.0058594,-0.0004969132133,626.0058594,0.0003124954528,626.0058594,0.000281128916,626.0058594,0.0008611415979,626.0058594,-0.0004466401879,625.9876099,0.001295010676,
625.0145874,0.002609623363,524.9918823,0.0002125247411,625.0145874,0.0001408604439,625.0145874,7.116119377E-005,625.0145874,0.0007784726331,625.0145874,0.001135380007,625.0145874,0.00171003677,625.0145874,-0.0003106470685,624.9962769,0.002069354057,
623.9862061,0.001476791571,524.012207,0.0002443444973,623.9862061,-0.0006127321394,623.9862061,-0.0003086957149,623.9862061,-6.984255742E-005,623.9862061,0.0003311351174,623.9862061,0.001387009164,623.9862061,-0.0007376107387,624.0046997,0.001493207528,
622.9943237,0.002114899457,522.9945679,0.0002092188515,622.9943237,-0.0001695824321,622.9943237,-0.000764766708,622.9943237,0.0003032430541,622.9943237,6.099441089E-005,622.9943237,0.001114459941,622.9943237,-0.0005409279838,623.0127563,0.001574984984,
622.0021362,0.001871700049,522.0144653,0.0002616296406,622.0021362,0.0004240358248,622.0021362,-0.0003605443053,622.0021362,0.0005858150544,622.0021362,0.0005859003868,622.0021362,0.00149139436,622.0021362,0.0002459930256,621.9838867,0.001483492902,
621.0096436,0.002545460826,520.9963989,0.0002462914563,621.0096436,-8.599960711E-005,621.0096436,-0.0002435443457,621.0096436,0.0003702887916,621.0096436,0.0005757275503,621.0096436,0.0015312389,621.0096436,-9.229418356E-005,620.9915161,0.001212533098,
620.0169678,0.002571708057,520.0158081,0.0002631511597,620.0169678,0.0001939318608,620.0169678,-2.868939191E-005,620.0169678,0.0009984986391,620.0169678,0.0007335105329,620.0169678,0.001397839515,620.0169678,0.0004089045106,619.9987183,0.001227329602,
618.9872437,0.002546398202,518.9973145,0.0002518365509,618.9872437,0.0003573237918,618.9872437,-5.599786527E-005,618.9872437,0.001189682051,618.9872437,0.000466888072,618.9872437,0.001727076247,618.9872437,-0.0001556044444,619.0057983,0.001973259263,
617.9938965,0.001949986443,518.0162964,0.0002620035375,617.9938965,-8.7718945E-006,617.9938965,-0.0003586453386,617.9938965,0.0006262122188,617.9938965,0.001160819549,617.9938965,0.001673510531,617.9938965,-0.0001056945184,618.0125122,0.001895020716,
617.0003662,0.00228874851,516.9973145,0.0002465666039,617.0003662,-0.0003656467889,617.0003662,0.0002819774672,617.0003662,0.0005380776711,617.0003662,0.0006092935801,617.0003662,0.001492514275,617.0003662,3.507593647E-007,616.9821777,0.001756467274,
616.0065308,0.002518355846,516.0158691,0.0002314283338,616.0065308,8.787331171E-005,616.0065308,3.272830509E-005,616.0065308,0.0008629296208,616.0065308,0.0008298095781,616.0065308,0.001084513962,616.0065308,-0.0005780511419,615.9884033,0.001840529847,
615.0124512,0.002350478899,514.996521,0.0002565200557,615.0124512,-0.0005236500874,615.0124512,-0.0002779946662,615.0124512,0.0004711094662,615.0124512,0.0008089360781,615.0124512,0.0008218006697,615.0124512,-0.0007741725422,614.9943237,0.001724369708,
614.0181274,0.001979656285,514.0146484,0.0002761291689,614.0181274,-0.0006240543444,614.0181274,-0.0004387346562,614.0181274,-3.358651884E-005,614.0181274,0.0004762839526,614.0181274,0.001165692927,614.0181274,-0.0002368710702,613.9998779,0.001224526088,
612.9866333,0.002277298598,512.994812,0.0002679858881,612.9866333,0.0001596426591,612.9866333,-0.0003077590372,612.9866333,0.0007854583673,612.9866333,0.0004098976497,612.9866333,0.001305215992,612.9866333,0.0003692043247,613.0053101,0.001515183016,
611.9917603,0.00271883118,512.0125732,0.0002465821744,611.9917603,-0.0004939086502,611.9917603,-0.0001108180732,611.9917603,0.0007133816835,611.9917603,0.0004014839651,611.9917603,0.001350145554,611.9917603,0.0004140004748,612.010437,0.001514118048,
610.996521,0.002503098687,510.9922485,0.0002479995892,610.996521,0.000215760665,610.996521,-0.0002619146835,610.996521,0.0006652164739,610.996521,0.0008494439535,610.996521,0.001171417767,610.996521,-0.0001802197658,611.0153198,0.001591846347,
610.0011597,0.002218388719,510.009552,0.000237325512,610.0011597,-0.0004357966827,610.0011597,-0.0004218283575,610.0011597,0.0004201791598,610.0011597,0.0003851215588,610.0011597,0.001364047173,610.0011597,4.46413178E-005,609.9829712,0.001214973279,
609.0053711,0.002221979201,508.9888306,0.0002486174344,609.0053711,-0.0004362643231,609.0053711,-0.0004178748932,609.0053711,0.0006759251119,609.0053711,0.000783982221,609.0053711,0.001227498055,609.0053711,-0.0002308479743,608.9873047,0.001396720647,
608.0093994,0.0024337715,508.0057373,0.0002670770627,608.0093994,0.0002123524901,608.0093994,-0.0002547851764,608.0093994,0.0007349568186,608.0093994,0.0006456511328,608.0093994,0.001503373496,608.0093994,0.0002775463508,607.991272,0.001952976687,
607.0131836,0.002608790062,506.9845276,0.0002722443896,607.0131836,0.0002576524857,607.0131836,-0.0002312364522,607.0131836,0.0004973267205,607.0131836,0.0008741948986,607.0131836,0.001147035975,607.0131836,0.0001379650785,606.9950562,0.001466505928,
606.0166626,0.002636187011,506.0009766,0.0002557827393,606.0166626,0.0001239255071,606.0166626,-0.0001230253838,606.0166626,0.0007404930657,606.0166626,0.0007709116908,606.0166626,0.001445070142,606.0166626,-0.000139323296,605.9985962,0.001239245059,
604.9829712,0.001952144667,505.0172424,0.0002765342942,604.9829712,-0.0006086810026,604.9829712,-0.0007420511683,604.9829712,0.00035736477,604.9829712,0.0002978486009,604.9829712,0.0008801764343,604.9829712,-0.0005505009321,605.0018311,0.001109983888,
603.9859619,0.002309515141,503.9954224,0.0002173514513,603.9859619,4.828674719E-005,603.9859619,-6.22193329E-006,603.9859619,0.000915205921,603.9859619,0.0005701506743,603.9859619,0.001668560784,603.9859619,0.0002125968458,604.0047607,0.001716754981,
602.9885254,0.002775386209,503.011261,0.0002304991212,602.9885254,0.0006422291044,602.9885254,-0.0002079205588,602.9885254,0.001152624609,602.9885254,0.001084815827,602.9885254,0.001769105205,602.9885254,0.0005780674983,603.0075073,0.001893356792,
601.9909668,0.003529357724,501.9889832,0.0002376784978,601.9909668,0.0006333482452,601.9909668,0.0002915128134,601.9909668,0.00156157068,601.9909668,0.001178659033,601.9909668,0.002389822388,601.9909668,0.0002414188348,602.0099487,0.002477740869,
600.9931641,0.002931126626,501.0043945,0.0002588048228,600.9931641,0.0006053003017,600.9931641,-0.0003232909366,600.9931641,0.000693100912,600.9931641,0.0006372327916,600.9931641,0.001939815702,600.9931641,0.0003095698776,601.012085,0.001582701108,
599.9950562,0.002116434043,499.9817505,0.0002487784077,599.9950562,-0.0005535972305,599.9950562,-0.000382603379,599.9950562,0.0004678518162,599.9950562,0.0003847086336,599.9950562,0.001680179732,599.9950562,-0.0003063381882,600.0139771,0.00116941845,
